row_id,x,y,accuracy,time,place_id
13251,5.9034,9.447,17,64182,1314131530
13252,7.6172,0.5074,3,313133,5865325977
13253,8.0089,2.2994,68,169242,7383691288
13254,1.4113,4.287,12,331021,6311768999
13255,1.0283,1.1573,55,89347,9063028753
13256,8.4838,3.9392,41,747894,5268770674
13257,9.3807,7.3079,59,568489,1798065599
13258,6.8474,9.7751,72,90949,4798698303
13259,6.6271,0.1458,170,546134,4379658154
13260,3.1916,7.3482,56,171425,5394632061
13261,8.3409,4.0672,178,75318,4200943067
13262,1.7757,5.1758,11,149737,9523151930
13263,3.0209,2.0265,90,505641,2528350201
13264,5.9628,5.1429,30,105916,8722229150
13265,0.2497,5.1985,50,772031,1129564526
13266,1.3477,9.6631,65,728573,6179244297
13267,8.3674,0.2109,174,207327,3288604931
13268,9.1437,3.9458,20,386782,6084874904
13269,2.3409,7.95,148,97615,5276423624
13270,6.2888,6.5918,70,696309,9877840740
13271,7.801,5.156,12,110250,1505869276
13272,1.2623,6.8706,10,775861,2781522467
13273,0.4511,7.4207,59,337138,2208524076
13274,6.7154,3.1354,47,490683,2562241803
13275,0.1251,8.1678,61,545558,7204232970
13276,8.5979,4.3028,63,594110,4474416683
13277,4.0197,4.2302,62,674448,2605277672
13278,9.8621,2.2338,6,614331,8158706820
13279,0.6781,0.3157,89,735061,3825102690
13280,0.8879,0.9032,42,372646,2668032691
13281,3.2437,2.4704,21,172955,3381789966
13282,1.131,8.843,166,488480,5507828310
13283,1.4459,5.013,65,187105,5228928538
13284,4.9871,3.5716,68,713679,5197373771
13285,7.403,4.9965,10,209832,5992347033
13286,0.0732,7.576,689,719204,8814848498
13287,2.7226,1.4429,65,516053,6065918179
13288,4.5642,6.0384,723,474391,4662188341
13289,1.8605,4.2101,75,195716,6411167656
13290,1.236,1.6957,20,632924,6472715293
13291,8.2143,9.7443,9,662794,1423318020
13292,4.7664,1.8481,10,280595,9653115206
13293,3.7081,0.8799,54,199366,9758767860
13294,5.6805,1.5002,74,632665,2157968251
13295,1.2269,9.6258,71,104946,2079717573
13296,7.1441,0.4959,8,395410,1902333908
13297,3.0755,6.025,6,683212,1822001002
13298,0.1173,0.0024,57,690476,1478305117
13299,8.1655,8.7042,8,290166,8363377390
13300,6.8085,1.9569,72,568915,1569118354
13301,6.2288,5.7242,66,627921,7789293272
13302,6.0473,4.3539,7,198708,3050404362
13303,2.8675,4.475,14,357360,4954424583
13304,6.3364,6.7235,290,85612,4056550766
13305,2.1438,8.9192,53,397115,9458591808
13306,4.2911,6.8679,9,90177,9218474157
13307,0.4825,5.4677,62,465987,6304620781
13308,9.3018,8.9902,69,226467,6342462084
13309,8.5075,5.6256,66,375212,3943005499
13310,9.1323,4.7791,98,194803,8034245855
13311,2.4839,8.249,21,91350,1402090066
13312,0.8673,1.7043,14,570941,4470277533
13313,8.0268,2.6598,67,606612,2205852206
13314,0.5931,6.4016,464,351381,5332837783
13315,4.3499,7.7909,83,611271,2515944454
13316,0.7805,8.8937,31,98014,6468916409
13317,6.0541,7.0877,35,498043,7907740598
13318,5.2625,6.8819,26,179376,8176199849
13319,7.6824,9.5737,79,715544,6220387109
13320,1.8829,0.3934,57,596993,6654024668
13321,8.9065,3.0834,75,241345,1397944010
13322,6.916,6.814,14,181637,6359093924
13323,9.0874,3.9285,59,668043,6854279087
13324,2.8812,2.0447,67,774197,4659169748
13325,3.8658,5.8556,16,491275,9549564612
13326,0.319,8.706,28,666544,1395377489
13327,9.459,9.5144,73,272787,8826328129
13328,5.7828,1.8962,17,337363,7848339867
13329,8.6671,9.337,160,547919,3317650923
13330,8.5005,0.5697,20,391971,6528893632
13331,7.0627,2.4089,125,593714,4276185092
13332,2.9921,5.4822,157,592542,3044819882
13333,0.6564,1.9115,58,731586,6642455543
13334,9.3686,4.1758,78,771569,8171330656
13335,2.9344,1.0253,171,723441,2003919262
13336,1.8517,3.0008,49,560480,5815926372
13337,4.5824,2.6177,14,447766,2519054524
13338,6.147,1.7753,5,390557,4961534339
13339,7.8521,0.0568,156,596287,8314067643
13340,7.4709,1.0952,883,643015,1924207153
13341,5.0059,2.6621,58,727817,4856256279
13342,1.712,4.1721,59,90575,9736166767
13343,0.416,2.2388,108,670173,6194212209
13344,9.0849,5.1524,79,721782,4977618615
13345,9.7325,5.5907,80,349747,4042735680
13346,5.2628,8.902,40,404622,7890615549
13347,1.6427,6.0093,61,677923,4233987598
13348,6.5074,1.7303,162,475077,7231365845
13349,4.5338,0.5728,78,180957,9507448189
13350,6.9379,7.0384,84,119838,1416306205
13351,5.5551,4.9053,41,488911,3798833139
13352,5.2204,7.4099,3,349712,8416811057
13353,9.5786,4.1789,70,539938,9277108143
13354,7.8362,4.6375,27,719411,2722929425
13355,9.0848,4.1614,2,71544,1085359992
13356,2.9589,3.2947,163,99222,7889685782
13357,9.4784,1.4382,63,552863,1390055769
13358,3.3214,4.6759,137,173154,1520724201
13359,9.3094,4.0511,63,463113,2980503903
13360,6.8976,7.3013,173,139944,5353906846
13361,9.0792,7.563,64,202999,3432993154
13362,9.5215,0.8238,65,326811,8085070675
13363,0.3247,5.17,96,94118,9177560870
13364,8.2779,7.1736,166,610549,4791365340
13365,1.1158,1.0415,71,165950,3243409743
13366,8.2286,8.5902,10,325580,7944470855
13367,6.0061,4.3393,761,477515,9872632289
13368,7.7093,3.7392,24,720905,5949191369
13369,9.5806,8.3414,64,631700,7538886210
13370,7.0752,5.4508,1,346428,1134964600
13371,0.3765,2.641,10,119760,3752747439
13372,6.2905,1.3327,55,416595,4844813467
13373,5.3319,3.369,7,37678,9163330144
13374,8.612,8.8074,17,22825,5229256436
13375,9.7195,9.6597,62,692988,5560289008
13376,1.8071,7.4018,163,308022,4915906785
13377,0.7149,7.4782,56,471989,6896671570
13378,0.7695,6.4719,58,291921,7609861316
13379,8.766,2.6292,23,12154,1988503560
13380,3.2696,6.3982,66,548860,3602169844
13381,4.4488,2.7727,9,195892,1268841970
13382,5.0952,5.6342,103,727559,1022464600
13383,0.9763,6.8081,12,319992,4176133062
13384,6.1344,3.8492,167,633969,9650853074
13385,2.4583,9.9241,62,760364,3078668607
13386,5.9765,1.0432,62,693267,8724090703
13387,9.5638,5.7864,54,468920,2494844109
13388,5.0601,9.8178,57,471078,9154577061
13389,1.2486,4.8491,11,147550,1613464642
13390,8.6698,9.9127,55,184191,4809602002
13391,7.0896,0.4232,10,32587,7323160484
13392,8.4116,1.3365,271,223407,2140518285
13393,9.194,6.0598,51,521081,9403393158
13394,1.4509,2.2645,3,452643,7323944422
13395,5.12,6.2846,30,760939,9845907970
13396,2.8286,7.8614,10,143676,1288115782
13397,5.3783,8.6109,62,656689,1415292875
13398,5.3392,2.045,67,478766,4693361545
13399,3.2369,7.1849,164,651905,3036311466
13400,0.01,0.6572,10,283681,4339147522
13401,7.032,1.9488,24,672009,3967075766
13402,6.9789,3.7944,173,779120,5756152413
13403,5.3623,8.2442,74,626683,3906202438
13404,2.7999,4.7316,73,223400,2709922675
13405,8.8208,5.1422,62,710809,9418879488
13406,9.1115,1.5553,61,176091,7778424757
13407,9.1296,7.3303,63,44782,9123280210
13408,0.9533,9.3584,20,71680,4598684757
13409,2.1992,9.628,148,624024,3554375618
13410,4.7172,3.8181,11,280929,9364836902
13411,4.1444,8.1887,9,302618,1461750490
13412,1.4968,1.3039,68,723116,3554141485
13413,7.2147,7.2708,160,735539,1465244675
13414,5.9151,3.2115,13,142680,5484830407
13415,3.2148,7.849,4,404311,2395743010
13416,7.0503,7.6769,72,238669,1192602825
13417,5.6057,4.9038,28,338901,7075248542
13418,3.9243,8.8518,95,179924,1698913020
13419,0.2495,2.7196,880,324324,5652109925
13420,6.6209,3.3699,64,740804,1830042273
13421,5.7089,5.8459,68,526486,4954238672
13422,9.3238,7.0523,10,27568,4899928174
13423,6.2581,5.775,79,143951,1953377805
13424,8.7582,4.9218,45,169058,4361654595
13425,0.6973,3.0418,64,738802,6896195546
13426,1.1163,1.3394,3,328156,6171384989
13427,8.6623,3.5139,65,170328,3055446713
13428,1.0307,5.1071,64,4037,1717032310
13429,4.7915,8.298,18,210406,2296636443
13430,5.7082,9.1659,7,668569,4047401526
13431,9.7626,6.5957,78,688761,8256317879
13432,6.1004,3.4299,47,379717,7031095591
13433,1.6223,6.0148,159,472016,4233987598
13434,2.872,6.3688,80,319345,8110753058
13435,8.2665,5.897,163,667257,3735770916
13436,7.6191,4.9866,163,62865,9994646421
13437,8.5066,3.5165,12,59225,6952064201
13438,3.9615,3.0466,769,231767,4603547997
13439,8.4414,6.3371,65,94962,8577433035
13440,1.238,5.3968,71,492499,2770930917
13441,0.9905,1.1912,54,409920,6093897542
13442,4.8481,2.5182,538,467151,8703961081
13443,7.0448,1.4967,63,759756,2482698146
13444,2.9988,8.8607,86,544554,7105953622
13445,1.7523,5.0706,63,648849,3388895354
13446,8.9554,7.0503,169,759123,2448889223
13447,7.2345,5.7425,57,328532,2786344242
13448,3.2669,5.7164,67,337185,5398120863
13449,3.1811,4.0609,23,345697,6839369474
13450,1.3577,3.6743,17,197489,8844629884
13451,3.4655,4.922,72,469165,1977845744
13452,9.8789,2.9307,61,543556,8618156660
13453,6.7219,3.1331,68,404377,2562241803
13454,9.8694,6.6433,45,665204,7375335645
13455,3.6206,9.7628,33,684530,6051554924
13456,2.4199,8.744,70,546146,1012311007
13457,6.0828,0.8094,79,546782,6967584719
13458,8.1833,4.4958,59,83525,2276525446
13459,0.7903,9.0968,52,634583,8523065625
13460,2.7639,2.8387,68,716312,7298621441
13461,8.3625,9.315,603,123126,9306671392
13462,2.0513,0.771,32,717643,9613363761
13463,0.4162,2.6356,70,392095,6004814019
13464,9.3535,6.9608,83,613886,8474330381
13465,6.704,9.2057,77,475270,2743142255
13466,5.1404,1.2489,12,364071,6872945509
13467,0.31,1.4939,103,186703,9266309194
13468,0.0141,2.2473,66,514720,2271286068
13469,6.9004,6.6427,77,627928,2200677637
13470,2.2538,5.767,283,167353,1079635425
13471,5.7994,6.5417,46,412078,1789269510
13472,1.9644,1.194,65,7471,9639871287
13473,4.9469,1.9625,207,475307,9315510052
13474,6.0702,4.8116,165,540085,5369128278
13475,9.4603,6.7653,5,54087,3206253473
13476,0.9133,8.3822,27,97587,1258632234
13477,7.9268,2.7406,36,743076,4046827339
13478,5.3809,8.9274,1,146129,5436995250
13479,0.7738,1.9817,75,273209,6987686236
13480,5.2391,7.8002,62,655152,9760812389
13481,8.3871,1.9294,68,773444,1502167034
13482,1.039,8.5535,13,104746,6484761377
13483,5.9102,5.4643,7,351491,1469550511
13484,0.0678,9.5449,20,652154,7572602885
13485,6.6229,7.1861,57,719243,4653418043
13486,8.6249,2.9681,65,627114,6760881524
13487,0.9994,8.326,176,466277,2496385414
13488,3.2332,7.5656,479,498317,3505344083
13489,0.6633,6.7007,61,315512,8307751285
13490,1.2998,5.7096,153,665242,5138059196
13491,1.5508,0.2956,64,345582,5272504564
13492,0.7229,6.0053,60,290668,7325432306
13493,9.0876,0.6692,162,666943,6261264408
13494,5.9632,8.7524,6,555185,6763427240
13495,8.3964,2.9029,29,754181,4244842112
13496,9.9691,6.3456,4,286385,1678133881
13497,1.0953,1.2017,61,105135,5128638215
13498,5.611,7.3196,28,452724,2355858283
13499,6.0578,0.6714,4,475018,8579069210
13500,7.6418,3.6092,50,366884,4283813226
13501,8.1946,8.3887,67,162688,6440763692
13502,9.4466,7.4247,894,731092,1532031138
13503,4.8031,9.791,70,565269,5045101625
13504,9.7269,8.8178,11,89704,9297038289
13505,7.3196,1.0407,65,498546,8304729142
13506,8.1292,0.6704,18,757402,8744372445
13507,9.116,9.3564,66,534520,2291078746
13508,6.0756,6.3938,64,375075,9128373742
13509,5.4079,4.5656,705,647708,6436721675
13510,1.5374,0.6616,61,136231,7574789656
13511,0.6966,9.0474,3,242899,4749989292
13512,3.05,5.498,400,279655,4615899787
13513,2.494,3.6691,55,744941,9732615564
13514,0.3832,9.1975,69,688737,7732020882
13515,1.326,4.6058,35,335481,9464269806
13516,9.4,5.7781,52,766989,1227760750
13517,7.6246,2.3873,73,325526,7596609853
13518,5.7244,2.3908,66,662296,4732713484
13519,3.7144,0.7405,168,731101,4378866789
13520,1.7896,6.5098,13,129453,4732071679
13521,9.6491,1.5884,65,712968,3151645192
13522,6.6682,1.5729,53,593356,5567189582
13523,1.6929,7.614,176,747116,3085445493
13524,1.7897,7.503,16,528520,4202704358
13525,2.634,5.1554,9,91454,1849739925
13526,4.8191,0.3253,948,330484,4492223382
13527,4.7828,8.1711,53,333212,6408149486
13528,3.4189,9.0403,61,435966,9842014715
13529,7.4747,0.91,179,187615,2546685584
13530,5.9812,8.9285,72,721048,6335811361
13531,2.6098,0.6377,82,175996,5683215235
13532,4.7031,1.1811,18,32485,3221988038
13533,3.5714,2.3084,60,273463,4144764848
13534,4.518,3.3552,71,148715,3795588651
13535,1.9176,2.8728,16,255945,4159879408
13536,4.7596,9.9997,62,74511,5273889970
13537,2.1539,6.4029,41,484363,9015619656
13538,1.0129,9.6512,12,62238,3223071424
13539,2.0533,5.1806,10,304198,4687449095
13540,3.8874,4.0341,173,390045,3576666256
13541,5.5819,0.2513,69,278257,1549393574
13542,6.8777,1.9777,65,273019,2068725556
13543,3.7078,7.3339,170,249471,7189140080
13544,8.0748,0.3188,70,268685,7943203791
13545,9.0459,5.2058,27,726693,3400773317
13546,7.1167,8.8311,70,329436,6346561567
13547,2.6037,0.4671,168,713,5910231053
13548,3.1139,9.1253,150,201596,2627764760
13549,5.8245,9.4286,24,560594,7024200896
13550,4.6271,0.6882,75,466354,2969609026
13551,5.7787,1.259,7,441926,1160691028
13552,2.7023,8.9576,6,467336,6971710229
13553,6.2048,8.8626,65,581460,3516062359
13554,3.8926,8.3975,162,785984,6481199321
13555,1.753,9.858,54,728605,9232278321
13556,8.2748,7.3335,55,207130,6788423196
13557,0.7411,5.505,1,115426,1897569870
13558,3.0044,7.216,15,657325,9074443604
13559,4.0025,6.8102,33,643487,3643896282
13560,5.2739,0.7555,18,79088,7652689150
13561,2.4779,0.7547,59,157138,3287851438
13562,2.0885,2.9064,87,600873,5906527789
13563,4.6358,5.4928,838,371144,1876957681
13564,4.6824,8.3806,61,778244,3684153683
13565,3.1788,9.0942,172,623789,9148035867
13566,5.9607,8.5325,12,308743,7991660445
13567,9.1002,9.7935,53,583821,6997349370
13568,0.306,4.7468,306,112960,1799640262
13569,4.2694,3.8234,4,122615,2550336016
13570,7.9019,6.9862,9,479434,2988057414
13571,6.7661,5.0221,10,691251,8030783286
13572,9.8876,6.7539,64,373330,2000231646
13573,8.6421,1.7571,61,566255,8634018208
13574,2.2011,3.5163,65,323273,9560087095
13575,1.4618,5.333,57,417716,9569865146
13576,4.5219,6.0319,6,174723,4662188341
13577,6.0341,7.8989,49,211625,3460617996
13578,9.3656,4.1914,57,279472,5475886185
13579,7.707,9.6134,70,587689,5826677523
13580,0.9492,0.7717,178,411527,8249069139
13581,2.7384,9.4417,58,702003,8211011015
13582,2.6803,0.6984,19,725282,5467132366
13583,7.6764,1.9677,63,53713,8347921336
13584,1.0333,8.7921,57,645566,9335988605
13585,0.305,5.7653,59,775511,4720495878
13586,4.3707,5.5981,170,513022,5730176617
13587,6.6514,8.3151,45,374605,6538784431
13588,7.9475,0.8291,123,126769,7326486463
13589,9.0227,0.8926,167,726280,7999583349
13590,1.2815,9.3929,18,492810,3553284496
13591,5.5822,6.6477,75,4030,8048091369
13592,4.7224,3.1125,27,360660,6718661638
13593,4.3459,3.5141,13,413113,3974871114
13594,3.7225,2.9173,67,101735,4285477676
13595,6.1425,9.3495,3,119158,6382964812
13596,3.3854,6.2664,66,90247,9394716278
13597,9.3322,6.7957,53,177747,1757838696
13598,7.6656,0.8088,73,325923,6526179579
13599,0.7247,5.182,79,680761,2968017858
13600,0.3272,3.2555,70,306545,5190820730
13601,8.7764,5.9654,77,283624,8234862002
13602,9.0543,0.8277,1,327713,7419787136
13603,7.5333,6.2661,53,490510,6940617344
13604,9.0206,7.8639,68,380797,4340855838
13605,4.0941,7.8395,78,2370,8124261643
13606,3.6693,5.7679,86,734630,8362782769
13607,8.8026,5.7599,28,593282,5158465086
13608,8.9101,0.0244,17,485691,8167612161
13609,0.2109,8.593,18,201374,1517343155
13610,7.1653,0.0415,57,191606,2421928290
13611,2.7504,1.7311,73,745433,1084121454
13612,9.7813,4.6379,61,550834,3691147248
13613,7.1188,3.6761,57,138110,3020595999
13614,7.5816,1.287,68,754042,9726744729
13615,1.9171,0.7164,73,683897,2229273413
13616,4.0619,6.6825,229,725940,7721057348
13617,5.0136,4.1117,18,259417,5838916350
13618,9.9235,1.3089,62,618387,7800090042
13619,0.4082,1.6811,53,634749,6671223183
13620,8.6804,6.0226,43,349961,4366219229
13621,7.2034,4.9552,69,583405,4888580358
13622,9.1887,6.7713,13,23358,8772073318
13623,2.1224,4.0235,13,5283,7256075047
13624,9.9407,6.8475,68,242728,1563213666
13625,9.339,7.0764,65,290197,5191183274
13626,1.6652,5.1459,24,463445,1213634428
13627,5.4341,6.1184,385,707218,2622588087
13628,7.2648,5.4737,4,114519,3313776146
13629,8.5925,4.3268,40,712372,5947667517
13630,6.502,2.3428,67,458903,1308526469
13631,8.7106,2.3886,71,346512,6786678236
13632,5.0918,3.1798,68,352626,9598200575
13633,4.6962,0.1116,64,640525,1763807071
13634,6.7884,4.3749,75,132646,7431563903
13635,4.2929,2.6733,8,46074,8453010839
13636,2.5187,4.342,64,649762,3019181480
13637,1.8985,6.3691,162,55296,1378281394
13638,1.0245,8.5047,22,529615,7853733403
13639,4.7999,9.6792,44,34047,3330281698
13640,5.7098,7.6707,13,564226,8180655974
13641,7.8753,2.9054,23,127666,3917592496
13642,7.4304,0.7941,65,40844,6689087872
13643,5.9413,7.5768,65,95830,2035974974
13644,5.8257,3.5263,154,492081,9310357777
13645,3.4763,7.1445,63,667767,5132950110
13646,0.8597,5.6866,700,661231,3045022715
13647,2.1067,5.01,16,213986,1199801684
13648,1.0532,6.7667,9,188693,5543943783
13649,1.5635,7.7126,98,590427,7292031635
13650,1.3968,2.1773,59,240094,7226320408
13651,0.3071,2.2124,55,548673,8747666975
13652,9.0409,6.0753,139,785371,8807709786
13653,0.5391,1.0142,42,681002,2467497959
13654,9.0057,8.5339,811,539947,3267403418
13655,1.0916,0.9093,64,758841,5499415249
13656,5.5062,6.0309,179,634540,3133875022
13657,7.6298,6.342,50,607156,2127613479
13658,5.9861,4.417,24,559603,4163050148
13659,0.2741,9.004,131,713366,1385887075
13660,6.5556,1.1387,219,582437,5569932538
13661,4.7074,0.0636,65,647823,4372012315
13662,4.5847,1.0957,48,627832,3590862691
13663,7.7226,5.7502,81,245417,1600763056
13664,9.3209,0.8783,100,509944,7999583349
13665,6.9022,0.4783,894,729648,4446240912
13666,6.7416,4.8477,57,627962,1678485634
13667,3.7577,7.895,7,297614,9743576158
13668,3.5549,8.6579,12,59137,8928528506
13669,9.8502,4.626,62,391486,1653662170
13670,0.0532,7.2968,28,784884,3849596476
13671,4.7562,9.2355,4,334045,6450044622
13672,1.6656,3.6404,10,458543,4161100060
13673,0.3274,0.5771,3,174427,1079729100
13674,1.7501,5.1012,9,151295,6889803213
13675,2.5941,4.5538,11,76445,4002942388
13676,7.719,8.7482,70,633195,6961849183
13677,2.5607,8.3899,69,716421,8208922017
13678,5.9366,2.5758,54,564963,3995248004
13679,4.6654,3.1931,35,396494,4582108510
13680,9.57,9.1176,53,601831,4217806850
13681,6.7965,2.2307,31,379949,7242521291
13682,9.8661,2.1858,71,91637,7188625826
13683,6.3787,4.7368,64,734857,5369713484
13684,1.9734,9.604,157,496864,5957435071
13685,4.3609,6.1524,69,415798,1838720945
13686,7.9711,4.9547,77,53902,9951148203
13687,7.1337,8.7655,42,746402,4822424360
13688,0.0287,6.804,1,182176,9676657552
13689,2.1942,9.8985,121,773264,1560600864
13690,2.7835,8.6896,63,474424,9891553676
13691,1.7964,4.2256,160,753350,3144932552
13692,0.5007,6.5687,56,651774,3579314245
13693,1.0524,1.4476,3,584597,6231536549
13694,3.1878,7.6965,62,11329,9957478455
13695,9.1787,5.3438,170,742444,9680455792
13696,4.7926,3.6615,5,78315,2331092490
13697,8.9504,7.2206,48,670085,7477397572
13698,5.2024,6.5746,6,171611,2787171656
13699,9.9,3.634,67,313327,5474281628
13700,5.3733,2.88,64,684346,6557489376
13701,1.9634,2.8126,35,612449,6486120739
13702,9.0249,7.3667,200,676710,4944238955
13703,1.0208,9.7186,55,732650,7955701611
13704,6.0444,4.9027,80,524304,6211675088
13705,1.027,7.0771,68,75856,5996904243
13706,1.8051,6.0811,169,52018,3487439010
13707,5.1668,9.4594,164,182032,2665395306
13708,1.0794,1.1365,144,680741,8312320519
13709,3.0178,9.8692,897,300531,5226574150
13710,5.0019,6.202,66,432587,2225632205
13711,4.7635,5.3553,171,557156,7504792161
13712,9.2444,0.4199,93,750192,6619285890
13713,8.5238,5.3309,19,162945,7266367863
13714,5.0521,7.5134,47,490227,6509971177
13715,5.7101,6.3814,68,781275,5002254293
13716,8.7672,4.2673,63,720256,3432270341
13717,8.6284,0.1915,83,352710,7805715887
13718,8.3997,7.6072,18,171808,4788704269
13719,0.0241,9.5647,109,294163,8913833636
13720,8.5656,8.526,11,364987,1476233618
13721,1.9902,7.7428,168,745543,9461851698
13722,1.7126,2.4882,25,89375,1012023972
13723,4.6775,0.947,167,623857,5236472266
13724,5.0723,4.1369,164,200630,7869820281
13725,8.3589,9.2701,63,547176,7506861521
13726,2.9752,5.7625,71,424594,4658015576
13727,4.6688,4.751,3,332463,1463216839
13728,9.1847,2.1962,78,69263,4850617976
13729,8.488,4.2588,66,487397,6389482430
13730,5.9989,9.9743,116,534434,5131417520
13731,7.0357,3.5905,64,552891,1523721454
13732,6.9717,5.0164,83,701263,2366042143
13733,3.4842,0.5536,75,630859,8080679155
13734,7.6005,9.6234,10,133405,6321148507
13735,3.8212,2.633,75,88027,5476574315
13736,3.0751,8.456,16,448785,4882651614
13737,4.2007,0.2282,77,773816,8121381433
13738,3.1353,3.1334,69,637355,1724742107
13739,3.4685,8.7405,67,143361,5339822063
13740,8.6605,6.1696,70,516648,7186289589
13741,0.3434,9.2733,48,294551,6001593918
13742,3.4545,2.5226,10,225448,7593583942
13743,2.3117,5.0926,67,579757,3498835334
13744,9.9906,8.7085,18,124848,7323489669
13745,4.5738,0.9753,64,760772,2219446173
13746,2.9014,2.8901,53,500427,8677436541
13747,7.3564,1.8025,58,685581,3334303707
13748,6.7676,1.6243,63,536724,7543965110
13749,7.2185,9.4055,33,481924,9478659920
13750,4.604,2.487,3,299380,7755834230
13751,4.9098,4.0165,22,712281,2575767084
13752,6.2542,2.7272,56,513089,1757105910
13753,4.4787,9.1332,56,339870,5545365100
13754,9.5528,7.2361,68,204059,9148074109
13755,3.0214,5.4981,85,510026,4615899787
13756,0.4931,5.0617,61,112608,1007573933
13757,9.6841,3.0864,22,136125,3917912060
13758,7.3794,1.1169,153,18842,4503883724
13759,7.9934,7.4631,369,604537,3152368289
13760,0.4669,2.6874,59,403101,5142734264
13761,6.6682,3.2213,7,298348,7747366478
13762,6.8189,2.4279,110,673947,2143843090
13763,8.5951,6.2113,55,468535,8256011836
13764,9.6895,7.5353,24,291443,1539352233
13765,8.5952,2.9223,146,461889,9380341391
13766,4.0178,0.1522,111,473450,5045805522
13767,1.9411,1.55,75,607335,5904094719
13768,8.8851,8.3988,6,402815,2433436720
13769,5.1437,0.3007,72,278246,8075987163
13770,0.2786,2.6222,43,97801,2184200947
13771,3.392,8.6287,30,406261,6295092254
13772,5.9251,7.687,66,714789,8971689274
13773,8.3116,8.9089,13,191768,9288644539
13774,9.5974,0.4435,18,49903,1855008140
13775,4.5415,8.2751,299,142979,2618625496
13776,6.891,7.9654,40,586802,5039310244
13777,3.3865,9.9709,63,112720,5168116742
13778,0.7616,1.8239,66,481418,7475732275
13779,7.145,4.8674,174,596237,1257093833
13780,3.1723,3.2846,125,531767,3520407140
13781,3.3728,3.5194,56,182358,3923370223
13782,8.4893,6.3295,65,146555,2837989244
13783,1.4888,5.3723,46,534397,4023261829
13784,3.1319,8.3242,31,140557,4495474209
13785,2.0382,2.5346,79,48514,3926374830
13786,3.1743,7.09,65,502978,6795541339
13787,5.9995,6.0442,64,670782,6890219727
13788,3.3432,5.3449,65,200797,9859440005
13789,2.1415,3.1466,68,43399,4612080331
13790,0.7164,9.9858,71,668758,2720984762
13791,9.6551,6.1034,63,626750,9364633332
13792,0.5271,7.6699,41,587322,9289230553
13793,1.9704,3.1408,21,190895,4612080331
13794,8.4887,6.9815,64,736425,1337952767
13795,1.495,7.7184,196,231333,8295600604
13796,2.8591,5.9587,39,575264,1485066972
13797,7.586,4.6656,63,534078,7390966891
13798,8.403,1.9818,344,524281,1958876266
13799,8.888,1.9809,3,68180,8921309143
13800,7.4685,2.4683,61,52186,3277650267
13801,6.4578,1.6472,69,57006,1769331336
13802,3.2997,8.3319,61,387308,3705213091
13803,8.6868,5.688,15,49761,4444113379
13804,6.5725,1.0806,81,165672,5412638187
13805,3.2003,1.311,3,297213,1656255553
13806,5.528,1.6588,22,717064,6160600658
13807,2.7221,9.5692,72,472296,7197778715
13808,3.6167,0.1357,60,698746,3125134888
13809,5.7691,4.0164,69,60182,5910197815
13810,4.7282,1.8037,17,500801,3730500890
13811,9.8744,4.1893,53,591132,9738523224
13812,5.3135,5.7712,51,494701,7156722823
13813,3.1102,8.4181,65,636292,6968523972
13814,7.0354,3.8811,50,126388,3011160829
13815,3.725,4.0506,66,447804,2118432148
13816,2.3327,8.2687,8,668306,8131719610
13817,3.7522,3.9418,11,47817,2283767927
13818,6.1233,2.3561,65,308091,4504904904
13819,9.6903,7.5523,871,570398,8971759038
13820,9.3836,7.0251,61,468420,2944295177
13821,9.7508,6.74,8,7159,9871524751
13822,2.3757,0.4058,149,587569,7508715402
13823,5.7532,4.1357,64,407797,8226267018
13824,0.5891,5.9308,52,85777,5177730699
13825,3.9181,9.9322,516,531945,6860944145
13826,4.3669,8.2957,68,595841,3580140530
13827,7.4066,0.801,440,614104,8056548944
13828,7.2245,4.3866,25,456882,9713229580
13829,4.7663,1.7572,62,539997,3743503695
13830,5.6566,5.4031,2,117304,4806337317
13831,7.2773,2.297,111,678254,8577322284
13832,6.6294,4.7371,70,768292,6608742586
13833,6.3189,9.354,377,565040,3909316686
13834,8.5122,2.1764,7,695083,5938755399
13835,6.491,6.0715,61,341175,5896793703
13836,3.5474,4.4366,53,183017,3449630859
13837,0.573,9.8663,67,92979,2580366262
13838,1.2546,5.6552,36,651122,5219887579
13839,4.2822,9.6954,75,759964,2154258541
13840,9.2796,5.2177,67,630965,5846419487
13841,2.7155,0.5346,22,391646,2232730062
13842,7.3071,5.918,6,199259,5488938482
13843,8.8312,4.2936,69,645393,2571532042
13844,1.1942,9.7983,3,46895,2932005233
13845,1.5804,6.5752,64,163205,7892252905
13846,7.5286,6.8093,72,563099,4573429899
13847,0.381,9.8025,112,519033,7788073399
13848,7.2016,3.8212,9,103915,1034953196
13849,1.6695,0.2173,19,338977,4422663263
13850,1.7502,0.2103,23,780941,8043520101
13851,4.6297,4.3512,905,433941,3926287939
13852,5.0595,2.896,2,325789,8358411897
13853,8.2464,7.6975,22,556614,4300649937
13854,3.6789,2.7315,66,664829,5829352963
13855,6.2372,8.7635,35,346251,9937061059
13856,6.3559,2.0883,195,123519,3490437672
13857,4.1369,5.2129,15,41621,3795679355
13858,5.5479,0.1229,186,205653,9305255890
13859,5.4568,9.7473,4,385580,4056043674
13860,1.2613,7.7173,36,454748,8304271249
13861,5.142,8.5672,71,615012,4012959801
13862,9.3036,2.5754,26,106682,2550113390
13863,4.2543,8.8785,70,375360,8892099441
